,Collection Code,Formula,Prototype
9355,77690,ThO2,Fluorite#CaF2
9356,155808,MgH2,PbO2#Fe2N.94
9357,615905,BaSiGe,SrSi2
9358,197585,FeCoGe,Ni2In#Co1.75Ge
9359,200641,MnF2,Rutile#TiO2
9360,171766,Ta0.404Mn0.836Nb7.596Fe3.164O24,Columbite#Nb2FeO6
9361,150970,CsBi2,Laves(cub)#MgCu2
9362,182188,Ce2.8Pr1.2O8,Fluorite#CaF2
9363,626471,ZrCrNi,Laves(2H)#MgZn2
9364,121637,TiO2,Brookite#TiO2
9365,27919,Cs2O,CdCl2(3R)
9366,634075,YFe2,Laves(cub)#MgCu2
9367,58115,AlPd2,Co2Si
9368,180947,Mg8Si2.4Ge1.6,Fluorite#CaF2
9369,29934,SiO2,Quartz(low)#SiO2
9371,152632,Zr3.2Ti0.8Mn8,Laves(2H)#MgZn2
9372,197208,Ti2Zn,CuZr2
9373,94286,MgF2,PdF2(cP12)
9374,637597,PrGe2,ThSi2
9375,607454,Eu8Al12.8Ga3.2,Laves(cub)#MgCu2
9376,611236,As6.8Pt4S1.2,Pyrite#FeS2(cP12)
9377,657263,TbFe2,Laves(cub)#MgCu2
9378,100612,SnS2,CdI2(hP3)
9379,291819,Dy6.4Er1.6Al16,Laves(cub)#MgCu2
9380,106505,Zr8V1.92Co14.08,Laves(cub)#MgCu2
9381,35448,CdI2,CdI2(hP36)
9382,150743,YMn2,Laves(cub)#MgCu2
9383,645101,Nb3.6Si2.4Ni6,Laves(2H)#MgZn2
9384,165920,TiO2,Rutile#TiO2
9385,199543,YbTe2,PrOI
9386,104306,LaHg2,CaHg2
9387,605531,LuAg2,AlCr2#MoSi2
9388,172290,SiO2,Coesite#SiO2
9389,198891,LaHoC4,CaC2-IV(Fm-3m)#KCN
9390,79642,GeO2,Quartz(low)#SiO2
9391,607326,DyAlNi,Laves(2H)#MgZn2
9392,141882,MnTe2,Pyrite#FeS2(cP12)
9393,618206,La1.6Y0.4C4,CaC2-I(I4/mmm)
9394,651606,TbSb2,SmSb2
9395,76217,MnVSb,Ni2In#Co1.75Ge
9396,30242,CoAs2,FeAsS#CoSb2
9397,199231,NbSi2,CrSi2
9398,605257,GdAg2,AlCr2#MoSi2
9399,104460,HoZn2,CeCu2
9400,77109,Sb2Pd,Pyrite#FeS2(cP12)
9401,606776,Al2Cr3.9Fe0.1,AlCr2#MoSi2
9402,619656,CeCd2,Cd2Ce
9403,103327,DyMn2,Laves(cub)#MgCu2
9404,40955,Ta2C0.95,CdI2(hP3)
9405,197552,Pu0.5Np0.5B2,AlB2
9406,155607,Ce4O7.984,Cu2Se
9407,102987,La1In1.5Cu0.5,SmNiSb
9408,291825,Dy1.6Ho6.4Al16,Laves(cub)#MgCu2
9409,650256,Sb1.12Te6.88Rh4,Pyrite#FeS2(cP12)
9410,108514,Mg2Ge,Laves(cub)#MgCu2
9411,22108,NiI2,CdCl2(3R)
9412,25667,SmSi2,ThSi2
9413,651148,Te0.308W2S3.692,MoS2(4H)
9414,291831,Tb1.6Gd6.4Al16,Laves(cub)#MgCu2
9415,649713,Ta7Pt3,U#Cr0.49Fe0.51
9416,652455,TmSi2,AlB2
9417,77653,PrO2,Fluorite#CaF2
9418,155613,Ce4O8.032,Cu2Se
9419,103333,DyNi2,Laves(cub)#MgCu2
9420,652333,TaSi2,CrSi2
9421,108266,CeSe2,CeSe2
9422,647058,YNi2,Laves(cub)#MgCu2
9423,639592,Ho2Pt,TiNiSi#MgSrSi
9424,621652,Ce1Si1.5Ni0.5,AlB2
9425,108931,CdI2,CdI2(hP45)
9426,150582,CdCu2,Laves(4H)#MgNi2
9427,160441,SiO2,Si64O128
9428,151844,Zr6.4Ti1.6Fe16,Laves(cub)#MgCu2
9429,412234,SeO2,SeO2(oP24)
9430,84532,Si89.5968B6.4032O192,Zeolite-ZSM-5(Pnma)-frame#Si96O192
9431,58459,GaAu2,Pd2As
9432,197977,ZrB2,AlB2
9433,257533,EuGe2,EuGe2#PtTe2
9434,625352,TaCo2,Laves(4H)#MgNi2
9435,93728,AlO2,FeOOH
9436,633530,FeSi2,FeSi2(oS48)
9437,109391,NiO2,Brucite#Mg(OH)2
9438,110818,LuAlCu,Laves(cub)#MgCu2
9441,607681,Ti3.6Al3.6Fe4.8,Laves(2H)#MgZn2
9442,32694,Pb1.972O4,Rutile#TiO2
9443,30083,Ba2Cd,CuZr2
9444,623737,TmCo2,MgCu2(filled)-frame
9445,626129,ZrCr2,Mn2ZrHx-frame#MgZn2
9446,9665,Nb2FeO6,Columbite#Nb2FeO6
9447,42415,FeS2,Marcasite#FeS2(oP6)
9448,166024,CrO2,Rutile#TiO2
9449,630993,ErRe2,Laves(2H)#MgZn2
9450,108925,CdI2,CdI2(hP21)
9451,76940,NiAs2,Marcasite#FeS2(oP6)
9452,643955,ZrMn2,Laves(2H)#MgZn2
9453,57756,Dy4.8Ho3.2Al16,Laves(cub)#MgCu2
9454,103680,UFe2,Laves(cub)#MgCu2
9456,38391,VSbO4,Rutile#TiO2
9457,202240,TiO2,Rutile#TiO2
9458,630763,ErMn2,Laves(2H)#MgZn2
9459,54539,Zr4Cr2.4Fe5.6,Laves(2H)#MgZn2
9460,55627,TbGePd,CeCu2
9461,169459,Na0.56Mg3.28Zr0.16H8,Fluorite#CaF2
9462,181697,YCo2,MgCu2(filled)-frame
9463,632612,Zr4Mn5.68Fe2.32,Laves(2H)#MgZn2
9464,104689,LaOs2,Laves(cub)#MgCu2
9465,61582,Th2.4Zr0.8U0.8O8,Fluorite#CaF2
9466,624070,MgCoNi,Laves(2H)#MgZn2
9467,71785,V0.6666Cr0.6666Sb0.6666O4,Rutile#TiO2
9468,632606,ZrMnFe,Laves(2H)#MgZn2
9469,61596,Ce0.992Th3.008O8,Fluorite#CaF2
9470,639753,HoSn2,ZrSi2
9471,620564,ThCd2,CaHg2
9472,108919,CdI2,CdI2(hP24)
9473,246416,CaCl2,CaCl2
9474,58471,Hf2Au,CuZr2
9475,624931,Sc2Co,CuAl2
9476,122869,Mg2Si,Fluorite#CaF2
9477,643772,TbMn2,Laves(cub)#MgCu2
9479,154727,NdCo2,Laves(cub)#MgCu2
9480,241392,Tb3.2Dy2.4Ho2.4Al2Co14,Laves(cub)#MgCu2
9481,170691,Yb4Si6.864Ag1.136,ThSi2
9482,14684,ThO2,Fluorite#CaF2
9483,43904,Cr0.64Fe1.36As4,Marcasite#FeS2(oP6)
9484,647514,TeO2,Cristobalite#SiO2
9485,24021,MnTe2,Pyrite#FeS2(cP12)
9486,626840,V1.5Cr1.5Si6,CrSi2
9487,150227,MgPd2,Co2Si
9488,632835,Zr2.4Nb1.6Fe8,Laves(2H)#MgZn2
9489,102207,LaCeRu4,Laves(cub)#MgCu2
9491,198339,TaFe2,Laves(2H)#MgZn2
9492,20247,TbSi2,AlB2
9493,625391,TbCo2,Laves(cub)#MgCu2
9494,103119,TbTlCu,CaIn2
9495,26622,MoS2,MoS2(3R)
9496,94090,SiO2,SiO2(mP12)
9497,199033,TmAlCu,Laves(cub)#MgCu2
9498,20253,LuSi2,AlB2
9499,403488,ZrO2,Baddeleyite#ZrO2(mP12)
9500,653213,ZrTe2,CdI2(hP3)
9501,61569,ZrUO4,Fluorite#CaF2
9502,189220,CoSi2,Fluorite#CaF2
9503,76015,Ta2N,CdI2(hP3)
9504,108058,Hf0.5Nb0.5B2,AlB2
9505,106075,Sr2Sn,TiNiSi#MgSrSi
9506,607642,SmAlFe,Laves(2H)#MgZn2
9507,626854,TaCr2,Laves(cub)#MgCu2
9508,651404,YS2,PrOI
9509,607124,Ta4.8Al4.8Cu2.4,Laves(2H)#MgZn2
9510,600893,Dy2Ga3Cu,CaIn2
9511,647500,TbO2,Fluorite#CaF2
9512,7853,BaSi2,BaSi2(oP24)
9513,615520,TaB2,AlB2
9514,37049,Sr8I14.4Br1.6,SrI2
9515,251195,YbBr2,SrI2
9517,154733,NdCo2,Co2Nd
9518,241386,Tb4.8Dy1.6Ho1.6Co16,Laves(cub)#MgCu2
9519,101054,ScH2,Fluorite#CaF2
9520,610470,Fe2As,Cu2Sb
9521,107425,GdGa2,AlB2
9522,609121,Al2Pt,Fluorite#CaF2
9523,647528,ThO2,Fluorite#CaF2
9524,615508,TaB2,AlB2
9525,66548,GaCl2,Ga(GaCl4)
9526,122855,Mg2Si,Fluorite#CaF2
9527,643996,Nb1.8Mo0.2Se4,NbS2(hP6)
9528,190759,Mg0.99B2,AlB2
9529,197036,HfNi2,Laves(cub)#MgCu2
9530,189208,Tm0.96Zr7.04Ni16,Laves(cub)#MgCu2
9531,280294,LaAs2,LaAs2
9532,629597,DyFe2,Laves(cub)#MgCu2
9533,606574,GdAlCo,Laves(2H)#MgZn2
9534,609647,YAl2,Laves(cub)#MgCu2
9535,608559,UMnAl,Laves(2H)#MgZn2
9536,421167,Ca0.158Eu0.842Ge2,EuGe2#PtTe2
9537,619440,CaNi2,Laves(cub)#MgCu2
9539,629583,DyFe2,Laves(cub)#MgCu2
9540,108064,MgB2,AlB2
9541,609653,YAl2,Laves(cub)#MgCu2
9542,198311,CeO2,Fluorite#CaF2
9543,67124,SiO2,Quartz(low)#SiO2
9544,644035,SiNi3Mo2,Laves(2H)#MgZn2
9545,604411,Zr0.5Ti0.5S2,CdI2(hP3)
9546,197744,BMo2,CuAl2
9547,258833,HoGaFe,Laves(2H)#MgZn2
9548,102549,NbCo2,Laves(cub)#MgCu2
9549,57781,Y3.2Er4.8Al16,Laves(cub)#MgCu2
9550,54288,Nd8Pd1.68Ru14.32,Laves(cub)#MgCu2
9551,52821,Ce1Co0.4Si1.6,AlB2
9552,610464,Fe2As,Cu2Sb
9553,44104,D2O,H2O(VIII)
9554,600930,Er2Mn0.4Ga3.6,CaIn2
9555,59633,GeO2,Quartz(low)#SiO2
9556,174226,P2Rh,FeAsS#CoSb2
9557,152587,TbCo2,Laves(cub)#MgCu2
9558,39879,Ni6Ge2.07P0.93,ZrNiAl#Fe2P
9559,631253,EuGa2,CeCu2
9560,42213,CdI2,CdI2(hP21)
9561,601390,Fe3Re2,U#Cr0.49Fe0.51
9562,243354,D4.0008O2,H2O(VII)
9564,42207,CdI2,"CdI2(hP9,P3m1)"
9565,638505,TiH2,Fluorite#CaF2
9566,90341,NiGe2,NiGe2
9567,174232,P2Ir,FeAsS#CoSb2
9568,246238,BaGa2,AlB2
9569,16656,ThSb2,PrOI
9570,632996,Ti64Fe25.984Ni6.016,Ti2Ni
9571,603593,ZrAl2,Laves(2H)#MgZn2
9572,56272,Pb2Au,CuAl2
9573,632028,Fe2Ge,Ni2In#Co1.75Ge
9574,188937,Hg2IBr3,HgI2(oS12)
9575,59627,GeO2,Quartz(low)#SiO2
9576,643809,MnZnTe4,Pyrite#FeS2(cP12)
9577,623125,Nb2GaCo3,Laves(2H)#MgZn2
9580,637150,NiGeMo,Laves(2H)#MgZn2
9581,617280,BkO2,Fluorite#CaF2
9582,183862,Ce1.2Zr2.8O8,Fluorite#CaF2
9583,108689,PrRh2,Laves(cub)#MgCu2
9584,631521,EuPd2,Laves(cub)#MgCu2
9585,9711,Nb2FeO6,Columbite#Nb2FeO6
9586,247668,D2Er,Fluorite#CaF2
9587,241219,TbCu2,CeCu2
9588,44138,Zr1Be0.24B1.76,AlB2
9589,108879,FeSbO4,Rutile#TiO2
9590,290656,Ce1Zn0.88Si1.12,AlB2
9591,202452,LaI2,CuZr2
9592,75483,SiO2,Cristobalite#SiO2
9593,252265,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
9594,53322,Cu2O,Cuprite#Cu2O
9595,41726,CrSb2,Marcasite#FeS2(oP6)
9596,41732,MgO2,Pyrite#FeS2(cP12)
9597,607911,Gd8Al12.8Ni3.2,Laves(cub)#MgCu2
9598,75497,Al0.2Si3.8O8,Cristobalite#SiO2
9599,638539,YH2,Fluorite#CaF2
9600,24800,SiP2,Pyrite#FeS2(cP12)
9601,679565,B4Ru1.2W0.8,ReB2
9602,417210,Ba4In5.648Ga2.352,CeCu2
9603,86279,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
9604,626061,Zr4Cr5.68Ga2.32,Laves(2H)#MgZn2
9605,609082,PrAl2,Laves(cub)#MgCu2
9606,57636,Tb8Al2.8Co13.2,Laves(cub)#MgCu2
9607,103938,PuGa2,AlB2
9608,603222,ZrCo2,Laves(cub)#MgCu2
9609,199635,SmAlNi,Laves(2H)#MgZn2
9610,653415,ZrV2,Laves(cub)#MgCu2
9611,624845,CoS2,Pyrite#FeS2(cP12)
9612,62666,GaBr2,Ga2I4
9613,616149,BaSrSi4,BaSi2(oP24)
9614,648753,PdS2,PdS2
9615,34420,VO2,Rutile#TiO2
9616,22242,HgI2,HgI2(oS12)
9617,641011,ThSiIr,ThSi2
9618,108886,Li2O,Fluorite#CaF2
9619,651564,Sm2Sb,La2Sb
9620,641777,LaRu2,Laves(cub)#MgCu2
9621,637839,ScGe2,ZrSi2
9622,14096,BaGe2,ThSi2
9623,24155,Te2Mo,MoS2(4H)
9624,76175,VO2,Diaspore#AlO(OH)
9625,199153,ThAu2,CaHg2
9626,104716,La1.6Th6.4Ru16,Laves(cub)#MgCu2
9627,36545,MnS2,Pyrite#FeS2(cP12)
9628,26756,FeS2,Marcasite#FeS2(oP6)
9629,150347,EuBi2,HfGa2
9630,109232,NiGeMo,Laves(2H)#MgZn2
9631,607736,Y8Al4.8Fe11.2,Laves(cub)#MgCu2
9632,90382,CeTe2,CeTe2
9633,182201,PrO2,Fluorite#CaF2
9634,648021,PRu2,TiNiSi#MgSrSi
9635,254199,TcO2,MoO2#VO2
9636,601421,EuGaAu,CeCu2
9637,647474,SrO2,CaC2-I(I4/mmm)
9638,648747,PdS2,PdS2
9639,630824,ErNi2,Laves(cub)#MgCu2
9640,618170,LaC2,CaC2-I(I4/mmm)
9641,68439,Ag2F,Ag2F
9642,616175,Ba2Zn,CuZr2
9643,606366,CeAl2,Laves(cub)#MgCu2
9644,9922,AgF2,AgF2
9645,618158,LaC2,CaC2-I(I4/mmm)
9646,57839,Y2Al3Fe,Laves(cub)#MgCu2
9647,644155,MoPt2,MoPt2
9648,103051,Mg8Cu9.6Ni6.4,Laves(cub)#MgCu2
9649,28753,CeO2,Fluorite#CaF2
9650,27460,Na2S,K2SO4(HT)
9651,612475,Yb2Au,TiNiSi#MgSrSi
9652,105420,Ti2Ni,Ti2Ni
9653,649317,Pr2Sb,La2Sb
9654,89823,MgO2,Brucite#Mg(OH)2
9655,262365,NpN2,Fluorite#CaF2
9657,609733,Zr2Al,Ni2In#Co1.75Ge
9658,108104,Ta5.36Ti2.64Be16,Laves(cub)#MgCu2
9660,426768,GdSn2,ZrSi2
9661,157414,CeZrO4,Zirconia#ZrO2(HT)
9662,608439,Pr0.4Mg3.6Al8,Laves(2H)#MgZn2
9663,61421,K2.6668Pt1.3332Br8,Fluorite#CaF2
9665,57193,ErCuGe,CaIn2
9666,652045,TiSe2,CdI2(hP3)
9667,632969,FeNiSe4,Pyrite#FeS2(cP12)
9668,635960,Gd8Mn12.8Ni3.2,Laves(cub)#MgCu2
9669,103723,Gd0.5U0.5Ga2,AlB2
9670,107545,MgZn2,Laves(2H)#MgZn2
9671,656545,La3UAl8,Laves(cub)#MgCu2
9672,409562,LaGa2,AlB2
9673,44460,Zr0.5Nb0.5B2,AlB2
9674,170242,Sr8Mg4.4Al11.6,Laves(4H)#MgNi2
9675,199392,Ce1Si1.5Ni0.5,AlB2
9676,26583,NaO2,NaO2
9677,251552,TaNO,Anatase#TiO2
9678,642901,YMg2,Laves(2H)#MgZn2
9679,162120,Mg2Ni,Mg2Ni
9680,610921,Mn4SbAs,Cu2Sb
9681,42777,PO2,P4O8
9682,630429,ErFe2,Laves(cub)#MgCu2
9683,44306,GdB2,AlB2
9684,90631,Ca2N,Sr2N
9685,252729,CaC2,CaC2-I(I4/mmm)
9686,16332,SiO2,Quartz(low)#SiO2
9687,251220,YbBr2,Rutile#TiO2
9688,615695,BW2,CuAl2
9689,247442,Ti0.666Fe0.666Sb0.666O4,Rutile#TiO2
9690,102818,ZrNbCr4,Laves(cub)#MgCu2
9691,625030,CoSi2,Fluorite#CaF2
9692,46263,PbF2,Cotunnite#PbCl2
9693,603791,TiTe2,CdI2(hP3)
9694,191902,Ta2B,CuAl2
9695,249309,Ce0.9886Hf0.007Zr1.0044O4,Zirconia#ZrO2(HT)
9696,638707,Hf64Ni22.4Os9.6,Ti2Ni
9697,281217,SiO2,Ferrierite(oP)-frame#Si36O72
9698,52216,YS2,Laves(cub)#MgCu2
9699,180827,Ce3.6Zr0.4O8,Fluorite#CaF2
9700,57346,DyAgSn,CaIn2
9701,100941,Cr2As,Cu2Sb
9702,55551,TmMg2,Laves(2H)#MgZn2
9703,640694,Y2In,Ni2In#Co1.75Ge
9705,251208,YbBr2,PbO2#Fe2N.94
9706,200721,SiO2,Quartz(low)#SiO2
9707,155968,Sn1.2Sb0.8O4,Rutile#TiO2
9708,51051,ZrO2,Zirconia#ZrO2(HT)
9709,200735,GeO2,Quartz(low)#SiO2
9710,102824,UCrNi,Laves(cub)#MgCu2
9711,647689,ZrO2,Fluorite#CaF2
9712,646597,Ta2.8Si1.2Ni8,Laves(2H)#MgZn2
9713,183484,DyCu2,CeCu2
9714,252715,CaC2,CaC2-II(C12/c1)#ThC2
9715,44448,MnRe3B2,Mg2Cu
9716,43327,D2Zr,Fluorite#CaF2
9717,95007,Nd4Cd3.32Si4.68,FeYbGe
9718,230190,Gd8Al2.4Co13.6,Laves(cub)#MgCu2
9719,612878,Co2B,CuAl2
9720,624312,Nb3.2Co8Si0.8,Laves(2H)#MgZn2
9721,163570,SrH2,Ni2In#Co1.75Ge
9722,622788,Er8Fe4.8Co11.2,MgCu2(filled)-frame
9723,653171,Te2W,WTe2
9724,621281,Ce4Si4.8Ge3.2,ThSi2
9725,638908,HfSi2,ZrSi2
9726,107009,TiAl2,HfGa2
9727,194675,Nd1Ni0.5Ge1.5,AlB2
9728,608613,Al10.4Si5.6Mo8,TiSi2
9729,64773,D4.0008O2,H2O(VII)
9730,150637,DyAg2,AlCr2#MoSi2
9731,32253,FeSe2,Marcasite#FeS2(oP6)
9732,166385,SrGaGe,AlB2
9733,100000,NbSi2,CrSi2
9734,635592,UGa2,AlB2
9735,180166,HoMn2,MgCu2(filled)-frame
9736,84687,Nb0.9Ir0.1S2,CdI2(hP3)
9737,165854,Ta0.6666Ti0.8Zn0.3334Ge0.2O4,Rutile#TiO2
9738,625959,Cr1.44Fe0.56Sb4,Marcasite#FeS2(oP6)
9739,58920,Ca2Pb,TiNiSi#MgSrSi
9740,95946,Co1.4Cu2.6O8,"Co.8(Cu,Co)O2(misfit)(MO2_part)"
9741,84693,Nb0.9Ir0.1Se2,CdI2(hP3)
9742,180172,HoMn2,MgCu2(filled)-frame
9743,32247,FeSe2,Marcasite#FeS2(oP6)
9744,646568,Si2Ni,Fluorite#CaF2
9745,607252,Dy4Al3.2Fe4.8,Laves(2H)#MgZn2
9746,81933,Cr0.666Ge0.666Sb0.666O4,Rutile#TiO2
9747,34636,SiO2,Quartz(low)#SiO2
9748,108448,MnInFe,Ni2In#Co1.75Ge
9749,156252,Ce3.88Zn0.12O8,Fluorite#CaF2
9750,252932,Dy8Fe1.28Co14.72,Laves(cub)#MgCu2
9751,96297,D2Ti,Fluorite#CaF2
9752,603752,ZrCrFe,Mn2ZrHx-frame#MgZn2
9753,102165,CeGa2,AlB2
9754,644419,Si2Mo,CrSi2
9755,55592,Zr8Al3.2Fe12.8,Laves(cub)#MgCu2
9756,108306,Nb7.2Co16Si0.8,Laves(cub)#MgCu2
9757,45781,ZrTe2,CdI2(hP3)
9758,606602,Lu8Al3.2Co12.8,Laves(cub)#MgCu2
9759,610060,CrCoAs,ZrNiAl#Fe2P
9760,158531,SiO2,Rutile#TiO2
9761,73233,Ag7.9984Te4,"Fluorite(dis)#(Pb,Bi)F2+x"
9762,57385,HfO2,Baddeleyite#ZrO2(mP12)
9763,77055,Cu2Te,Cu2Te(HT)
9764,604015,Gd1.6Y2.4Cu8,CeCu2
9765,37471,TmAl2,Laves(cub)#MgCu2
9766,239163,Hf3.3Ta0.7Fe14,Laves(2H)#MgZn2
9768,193898,Tb0.56Pr7.44Al16,Laves(cub)#MgCu2
9769,108460,FeNiSn,Ni2In#Co1.75Ge
9770,107753,CeLuAl4,Laves(cub)#MgCu2
9771,15808,Ti2Ni,Ti2Ni
9772,639394,HoMn2,Laves(cub)#MgCu2
9773,291945,HoAl2,Laves(cub)#MgCu2
9774,433167,Mg12Ni15.64Ge8.36,VCoSi
9775,197432,VSi2,CrSi2
9776,77727,YSiPd,CeCu2
9777,153470,SiO2,SiO2(oP72)
9778,652247,ZrSe2,CdI2(hP3)
9779,26568,ThC2,CaC2-II(C12/c1)#ThC2
9780,102159,CePuFe4,Laves(cub)#MgCu2
9781,51938,TiO2,Rutile#TiO2
9782,68161,SiO2,Rutile#TiO2
9783,198067,YbRu2,Laves(2H)#MgZn2
9784,644425,Si2Mo,AlCr2#MoSi2
9785,49810,D2O,"H2O(III,IX)"
9786,197433,Re4.32B4W3.68,CuAl2
9787,639381,HoMg2,Laves(2H)#MgZn2
9788,291944,TbAl2,Laves(cub)#MgCu2
9789,106458,Tb2.16Dy5.84Fe8Co8,Laves(cub)#MgCu2
9790,25706,TeO2,Cristobalite#SiO2
9791,157617,ZrO2,Zirconia#ZrO2(HT)
9792,103246,ErHg2,CaHg2
9793,38757,Zr0.09Ti0.91B2,AlB2
9794,239610,PrSe2,LaS2(tP24)
9795,198066,Nb2C,hcp(filled)#Nb2N
9796,68160,SiO2,Rutile#TiO2
9797,197355,SmFe2,Laves(cub)#MgCu2
9798,51939,TiO2,Rutile#TiO2
9799,102158,CePrFe4,Laves(cub)#MgCu2
9800,153471,SiO2,SiO2(mS144)
9801,26569,ThSi2,AlB2
9802,103252,Er2In,Ni2In#Co1.75Ge
9803,61636,UO2,Fluorite#CaF2
9804,37470,Mn2Co2Cu0.2Sn1.8,Ni2In#Co1.75Ge
9805,143676,Co2Sb1.6Se2.4,Marcasite#FeS2(oP6)
9806,604014,GdCu2,CeCu2
9807,162860,BaAlSi,AlB2
9808,158530,SiO2,Rutile#TiO2
9809,73232,Ag7.9984Te4,"Fluorite(dis)#(Pb,Bi)F2+x"
9810,641548,LaNi2,Laves(cub)#MgCu2
9811,610061,Cr4.8Co1.2As3,ZrNiAl#Fe2P
9812,606603,LuAlCo,Laves(2H)#MgZn2
9813,638935,HfSiW,Laves(2H)#MgZn2
9814,55593,ZrAlFe,Laves(2H)#MgZn2
9815,616410,Be2Ru,Laves(2H)#MgZn2
9816,639395,HoMn2,Laves(cub)#MgCu2
9817,291950,ZrV2,MgCu2(filled)-frame
9818,107752,Ce1Al1.624Ge0.376,AlB2
9819,193899,Tb0.56Pr7.44Al16,Laves(cub)#MgCu2
9820,235758,Gd4Ga2.64Co5.36,Laves(2H)#MgZn2
9821,182994,SiO2,SiO2(mP54)
9822,634869,GaNi2,Ni2In#Co1.75Ge
9823,239162,Hf3.3Ta0.7Fe14,Laves(2H)#MgZn2
9824,103534,FeMo,U#Cr0.49Fe0.51
9825,252933,Dy8Fe1.92Co14.08,Laves(cub)#MgCu2
9826,166390,BaAlSn,AlB2
9827,108449,InFeNi,Ni2In#Co1.75Ge
9828,42979,Mn2N,Fe2N-zeta
9829,81932,Ti0.666Cr0.666Sb0.666O4,Rutile#TiO2
9830,32246,FeSe2,Marcasite#FeS2(oP6)
9831,238254,Sb2Os,Marcasite#FeS2(oP6)
9832,84692,Nb0.92Ir0.08Se2,CdI2(hP3)
9833,180173,HoMn2,MgCu2(filled)-frame
9834,196711,W2C,hcp(filled)#Nb2N
9835,615657,VB2,AlB2
9836,61178,SiO2,Zeolite-Theta-1-frame#Si6O12
9837,66171,Ti1.1Nb0.6Zn0.3O4,Rutile#TiO2
9838,603753,Zr4Mn2.24Cr2.88Fe2.88,Mn2ZrHx-frame#MgZn2
9839,102164,CeYFe4,Laves(cub)#MgCu2
9840,612886,CrCoB,CuAl2
9841,64772,D2O,H2O(Ih)
9842,194674,Nd1Ni0.5Ge1.5,AlB2
9843,641574,La1Si1.5Ni0.5,AlB2
9844,621280,CeSiGe,GdSi1.4
9845,653170,Te2W,MoS2(4H)
9846,604028,HfV2,Laves(cub)#MgCu2
9847,26541,S2N,NS2
9848,603747,ZrCrFe,Laves(2H)#MgZn2
9849,190374,SiO2,Rutile#TiO2
9850,625958,Cr1.2Fe0.8Sb4,Marcasite#FeS2(oP6)
9851,165855,Ta0.6666Ti0.75Zn0.3334Ge0.25O4,Rutile#TiO2
9852,180167,HoMn2,MgCu2(filled)-frame
9853,84686,Nb0.925Ir0.075S2,CdI2(hP3)
9854,247494,SiO2,Zeolite-ZSM-5(P21/n)
9855,58935,Ca2Sn,TiNiSi#MgSrSi
9857,27139,CoSi2,Fluorite#CaF2
9858,615643,UB2,AlB2
9859,76410,B2Mo,AlB2
9860,30445,Ag2S,Ag2S(LT)
9861,103508,HoFeRu,Laves(cub)#MgCu2
9862,53860,Sm1Ni0.5Ge1.5,AlB2
9863,106470,GdMnCo,Laves(cub)#MgCu2
9864,641212,Zr22.44Ir7.56,U#Cr0.49Fe0.51
9865,32252,FeSe2,Marcasite#FeS2(oP6)
9866,252714,CaC2,CaC2-I(I4/mmm)
9868,620613,Zr2Cd,CuZr2
9869,646596,Ta3.2Si0.8Ni8,Laves(2H)#MgZn2
9870,43440,U2.8Cd1.2O8,Fluorite#CaF2
9871,642928,MgZn2,Laves(2H)#MgZn2
9872,58706,Be16Zn3.44Cu4.56,Laves(cub)#MgCu2
9873,200734,GeO2,Quartz(low)#SiO2
9874,624313,Nb6.4Co16Si1.6,Laves(cub)#MgCu2
9875,634100,YFe2,Laves(cub)#MgCu2
9876,230191,Gd4Al5.95Co8.05,Laves(2H)#MgZn2
9877,622762,ErCo2,Laves(cub)#MgCu2
9878,639424,Ho3.2Tm0.8Mn8,Laves(2H)#MgZn2
9879,630366,DyZn2,CeCu2
9880,53135,MnCrSb,Ni2In#Co1.75Ge
9881,55550,HoMg2,Laves(2H)#MgZn2
9882,38958,Sb2Pd,Pyrite#FeS2(cP12)
9883,57347,Be2Ag,Laves(cub)#MgCu2
9884,103291,Er2Pt,TiNiSi#MgSrSi
9885,180826,Ce3.6Zr0.4O8,Fluorite#CaF2
9886,51050,TiO2,Rutile#TiO2
9887,104298,HoHg2,CaHg2
9888,155969,Sn1.2Sb0.8O4,Rutile#TiO2
9889,251209,YbBr2,CaCl2
9890,630414,ErFe2,Laves(cub)#MgCu2
9891,107791,SmAlCu,Laves(cub)#MgCu2
9892,247443,Ti0.666Nb0.666Cr0.666O4,Rutile#TiO2
9893,251221,YbBr2,Rutile#TiO2
9894,624449,CoNiP,ZrNiAl#Fe2P
9895,16333,SiO2,Quartz(low)#SiO2
9896,252728,CaC2,CaC2-III(C12/m1)
9897,42762,Tb2C,Sr2N
9898,649841,Pt2W,MoPt2
9899,622986,Fe14.4Co1.6Si32,FeSi2(oS48)
9900,249308,Ce0.9886Hf0.007Zr1.0044O4,Zirconia#ZrO2(HT)
9901,173986,KCN,NaCN
9902,26582,NaO2,Pyrite#FeS2(cP12)
9903,634128,YbFe2,Laves(2H)#MgZn2
9905,424397,Bi2Ir,FeAsS#CoSb2
9906,625025,Fe0.4Co3.6Si8,Fluorite#CaF2
9907,199393,Ce1Cu0.5Si1.5,AlB2
9908,647878,ZrOs2,Laves(2H)#MgZn2
9909,630428,ErFe2,Laves(cub)#MgCu2
9910,90630,Ca2N,Sr2N
9911,607284,Dy8Al4.8Fe11.2,Laves(cub)#MgCu2
9912,54114,MnO2,MnO2
