,Collection Code,Formula,Prototype
2940,260490,Er8Cr1.2Fe14.8,Laves(cub)#MgCu2
2941,58356,TbAgSn,CaIn2
2942,188180,Ti2Fe7,Laves(2H)#MgZn2
2943,40519,Mn8Ni13.6P2.4,Laves(cub)#MgCu2
2944,104804,LuNi2,Laves(cub)#MgCu2
2945,633559,Sm1Fe0.4Si1.6,AlB2
2946,35186,Mn4Bi0.004Sb1.996,Cu2Sb
2947,636421,GdSi2,AlB2
2949,167347,Mn3.21Fe2.79Ge0.601P2.399,ZrNiAl#Fe2P
2950,649593,PtSe2,BaSi2#EuGe2
2951,108958,CrSbO4,Rutile#TiO2
2952,258669,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
2953,93033,ZrO2,Zirconia#ZrO2(HT)
2954,626140,HfCr2,Laves(2H)#MgZn2
2955,1250,In2Bi,Ni2In#Co1.75Ge
2956,648841,Te1.64Pd1Se0.36,EuGe2#PtTe2
2957,23928,ZrO2,Zirconia#ZrO2(HT)
2958,43004,SnS2,CdI2(hP3)
2959,260484,ErFe2,Laves(cub)#MgCu2
2960,759780,MgF2,CaCl2
2963,193239,TbCo2,Laves(cub)#MgCu2
2964,150514,ScRu2,Laves(2H)#MgZn2
2965,638395,Ti2Ni,Ti4CoFeH6
2966,420576,CaCd2,CeCu2
2967,186634,FeSb2,Marcasite#FeS2(oP6)
2968,66521,Ta1.84Nb6.16Fe4.0O24,Columbite#Nb2FeO6
2969,603303,NdCuGe,SmNiSb
2970,20560,Cu2S,Cu2S(HT)
2971,645342,Nb0.45W1.55S4,MoS2(4H)
2972,102520,LuCo2,Laves(cub)#MgCu2
2973,101029,KBi2,Laves(cub)#MgCu2
2974,25418,Te2.84Mo2Se1.16,MoS2(4H)
2975,638381,NdH2,Fluorite#CaF2
2976,24060,ReO2,PbO2#Fe2N.94
2977,9195,CdI2,CdI2(hP30)
2978,44794,CdI2,CdI2(hP18)
2979,652158,VSe2,CdI2(hP3)
2980,104637,Ce5.6U2.4Al16,Laves(cub)#MgCu2
2981,152471,Ce0.3Zr1.7O4,Zirconia#ZrO2(HT)
2982,606521,Ce1.52Th6.48Al4,CuAl2
2983,108025,Zr2Au,CuZr2
2984,35145,ZrI2,Zr6I12
2985,603459,YFe2,Laves(cub)#MgCu2
2986,31323,TiO2,Rutile#TiO2
2987,759757,SnO2,CaCl2
2988,652170,WSe2,MoS2(4H)
2989,28672,AlP2,Li3AlP2
2990,613892,FeB2,AlB2
2991,154996,PbF2,Cotunnite#PbCl2
2992,103616,Y8Fe5.28Ru10.72,Laves(cub)#MgCu2
2993,39019,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
2994,604450,LaAl2,Laves(cub)#MgCu2
2995,153021,Mn3Fe3Si1.162P1.838,ZrNiAl#Fe2P
2996,646663,SiNi3W2,Laves(2H)#MgZn2
2997,607159,TiAlCu,Laves(2H)#MgZn2
2998,649544,PtSeS,BaSi2#EuGe2
2999,616040,BaPt2,Laves(cub)#MgCu2
3000,96188,Y2C,CdCl2(3R)
3001,198422,Gd4.64Th3.36Fe16,Laves(cub)#MgCu2
3002,759743,SnO2,CaCl2
3003,230270,GeO2,PbO2#Fe2N.94
3004,198344,NbAlNi,Laves(2H)#MgZn2
3005,103164,Zr2Cu,CuZr2
3006,608518,Mn3Al2.52Si3.48,CrSi2
3007,42246,CdI2,CdI2(hP45)
3008,636569,Hf7.6Ge0.4Mo16,Laves(4H)#MgNi2
3009,621015,CeFe2,Laves(cub)#MgCu2
3010,627464,Nb15Ga7.5Cu7.5,U#Cr0.49Fe0.51
3011,643690,Mn8VSi,U#Cr0.49Fe0.51
3012,248532,CaSi2,ThSi2
3013,39192,D7.952Lu4,YH2
3014,641087,Te2Ir,Pyrite#FeS2(cP12)
3015,184194,NdMn2,Mn2ZrHx-frame#MgZn2
3016,42520,TiSb2,CuAl2
3017,35970,PbO2,Rutile#TiO2
3018,99324,Nb0.4Ni0.2Sn1.4O4,Rutile#TiO2
3019,184180,NdMn2,Laves(2H)#MgZn2
3020,183837,K2S,Fluorite#CaF2
3021,626008,Zr4Cr3.2Fe4.8,Laves(2H)#MgZn2
3022,646924,ThNi2,AlB2
3023,248526,CaSi2,EuGe2#PtTe2
3024,614904,NbB2,AlB2
3025,57887,Al13.6Ge2.4Mo8,TiSi2
3027,655780,CdI2,CdI2(hP3)
3028,104958,PuMn2,Laves(cub)#MgCu2
3029,104780,Li2Pt,CaHg2
3030,46034,InI2,Ga(GaCl4)
3031,101820,Ag2Te,Ag2Te
3032,107289,FeO2,Brucite#Mg(OH)2
3033,42252,CdI2,"CdI2(hP9,P3m1)"
3034,621001,CeFe2,Laves(cub)#MgCu2
3035,638550,YbH2,Cotunnite#PbCl2
3036,58222,YbAl2,Laves(cub)#MgCu2
3037,622520,NbCrCo,Laves(2H)#MgZn2
3038,261822,Ag2Se,Ag2Se
3039,108192,V2C,Fe2N-zeta
3040,202407,PtO2,CaCl2
3041,618870,TbC2,CaC2-IV(Fm-3m)#KCN
3042,23690,ErC2,CaC2-I(I4/mmm)
3043,33483,Co2B,CuAl2
3044,192912,Mn4Cu6.2Si1.8,Laves(2H)#MgZn2
3045,15444,ThAu2,CaHg2
3046,25587,Li7.2Ge0.8N2.4O1.6,Fluorite#CaF2
3047,24699,BRh2,Co2Si
3048,99318,Ti1.4Nb0.4Ni0.2O4,Rutile#TiO2
3049,629313,TbCu2,CeCu2
3051,612391,Te2Au,AuTe2(oP24)
3052,643860,UMn2,Laves(cub)#MgCu2
3054,292000,CeGa2,AlB2
3056,621983,CeRu2,Laves(cub)#MgCu2
3057,637139,Ge2Mo,AlCr2#MoSi2
3058,42508,Gd0.8Y7.2Fe16,MgCu2(filled)-frame
3059,606482,Ce2Mn3Al,Laves(2H)#MgZn2
3060,168672,TbSn2,ZrSi2
3061,85043,Ta8.004Mn1.332Zn2.664O24,Fe2WO6
3062,103038,La1Cu0.66Si1.34,AlB2
3063,76120,CoSb2,Marcasite#FeS2(oP6)
3064,40492,YHoC4,CaC2-I(I4/mmm)
3065,102326,Zr2CrCo3,Laves(cub)#MgCu2
3066,626961,Zr8Cr14.72Mo1.28,Laves(cub)#MgCu2
3067,607777,HoAlGa,SmNiSb
3068,42285,CdI2,CdI2(hP33)
3069,280389,HfV2,NdCo2
3070,647435,SiO2,Quartz(low)#SiO2
3071,658515,Mn2.91Fe3.09As0.9P2.1,ZrNiAl#Fe2P
3072,9793,Cr0.9Fe1.1Sb4,Marcasite#FeS2(oP6)
3073,103986,ThGa2,ThSi2
3074,154606,TiO2,Brookite#TiO2
3075,196553,Zr8Fe11.2Ni4.8,Laves(cub)#MgCu2
3076,104031,YGa2,AlB2
3077,197895,La2.64Mg5.36Ni16,MgCu2(filled)-frame
3078,76646,NdOF,Fluorite#CaF2
3079,57844,Zr6.4Al1.6Fe16,Laves(cub)#MgCu2
3080,72434,Te2Au,AuTe2
3081,608336,LaAlZn,CeCu2
3082,32776,HfO2,ZrO2(oP12)
3083,109267,TiVFe,Laves(2H)#MgZn2
3084,607763,Zr4Al2.4Fe5.6,Laves(2H)#MgZn2
3085,34307,NiF2,CaCl2
3086,42291,CdI2,CdI2(hP60)
3087,420370,Sr5.856Ca2.144Al16,Laves(cub)#MgCu2
3088,108151,TaCo2,Laves(2H)#MgZn2
3089,650613,TeRuSe,Pyrite#FeS2(cP12)
3090,260527,Gd2Mn3Al,MgCu2(filled)-frame
3091,28706,Y2.244U1.756O8,Fluorite#CaF2
3093,197117,Be2Fe,Laves(2H)#MgZn2
3094,77564,V2C,hcp(filled)#Nb2N
3095,58587,Sn2Au,NiAs2
3096,153155,SbO2,Cervantite#Sb2O4
3097,198542,SnS2,CdI2(hP3)
3098,68444,Ag2F,Ag2F
3100,103762,MnGaIr,Heusler(half)#AlLiSi#MgAgAs
3101,61306,TmPaO4,Fluorite#CaF2
3102,630681,Er2In,Ni2In#Co1.75Ge
3103,646717,SmNi2,Laves(cub)#MgCu2
3104,609014,U2Al3Os,Laves(2H)#MgZn2
3105,73716,MnO2,Rutile#TiO2
3106,101161,YbC2,CaC2-I(I4/mmm)
3107,197665,CeC2,CaC2-I(I4/mmm)
3108,624838,CoS2,Pyrite#FeS2(cP12)
3109,103776,NpGa2,AlB2
3110,61312,PuPaO4,Fluorite#CaF2
3111,260533,Ho8Al3.2Fe12.8,MgCu2(filled)-frame
3112,612434,Tm2Au,Co2Si
3114,236775,Hf3.836Si0.164O8,Baddeleyite#ZrO2(mP12)
3115,626949,ZrCr2,Laves(4H)#MgNi2
3117,108145,CaRh2,Laves(cub)#MgCu2
3118,650607,RuSe2,Pyrite#FeS2(cP12)
3119,42722,FeSb2,Marcasite#FeS2(oP6)
3120,252768,CaC2,CaC2-I(I4/mmm)
3121,160762,Er2In3Cu,CaIn2
3122,57449,TiO2,VO2(HT)
3123,102859,ZrCrW,Laves(cub)#MgCu2
3124,56031,TbGe2,TbGe2
3125,251507,RbGdF4,Fluorite#CaF2
3126,27810,FeCl2,CdCl2(3R)
3127,621217,LaCeGe4,GdSi1.4
3128,62394,Al9.024Si38.976O96,Zeolite-RHO-frame#H6Al6Si18O48
3129,88759,CeO2,Fluorite#CaF2
3130,14216,TlBr2,Ga(GaCl4)
3131,645949,NdSi2,ThSi2
3132,258251,Mg2Co7,Laves(2H)#MgZn2
3133,105844,YPt2,Laves(cub)#MgCu2
3134,56025,Cu2Se,Fluorite#CaF2
3135,634168,ZrFe2,Laves(cub)#MgCu2
3137,197498,Nb0.5Cr0.5B2,AlB2
3138,102695,TbCo2,TbFe2
3139,198973,TbAu2,AlCr2#MoSi2
3140,258537,Mg2Sn,Fluorite#CaF2
3141,196786,DyAg2,AlCr2#MoSi2
3142,651082,TaS2,NbS2(hP6)
3143,107935,MnCrAs,Cu2Sb
3144,630468,ErMnFe,MgCu2(filled)-frame
3145,196976,FeSn2,FeSn2
3146,37381,CdI2,CdI2(hP36)
3147,102865,Ho1Ga1.8Cu0.2,SmNiSb
3148,168302,Nb4Al5.5298Ni2.4602,Laves(2H)#MgZn2
3149,53613,GdH2,Fluorite#CaF2
3150,630440,ErFe2,Laves(cub)#MgCu2
3151,252754,CaC2,CaC2-II(C12/c1)#ThC2
3152,100914,WS2,MoS2(4H)
3153,418406,PrS2,LaS2
3154,639464,HoNi2,Laves(cub)#MgCu2
3155,617941,LaGdC4,CaC2-I(I4/mmm)
3156,624353,NdCo2,Laves(cub)#MgCu2
3157,51776,Zr1.74V0.26O4,Zirconia#ZrO2(HT)
3158,603920,LaAl2,Laves(cub)#MgCu2
3159,123101,ZrO2,Zirconia#ZrO2(HT)
3160,105878,PuZn2,Laves(cub)#MgCu2
3161,56019,RuS2,Pyrite#FeS2(cP12)
3162,634154,Zr2Fe,CuAl2
3163,87456,HfO2,HfO2
3164,630332,DyTe2,PrOI
3165,639470,HoNi2,Laves(cub)#MgCu2
3166,626236,Lu4Mn1.6Cr6.4,Laves(2H)#MgZn2
3169,411436,Ba2N,Sr2N
3170,252740,CaC2,CaC2-III(C12/m1)
3171,8664,Mn3.8Fe3.04Co1.16B4,CuAl2
3172,93345,NiTeO4,MoO2#VO2
3173,58752,Be2V,Laves(2H)#MgZn2
3174,85527,GeS2,ZnBr2
3175,423309,La4Se2.104S5.896,CeSe2
3176,246906,VBr2,CdI2(hP3)
3177,612178,NaAu2,Laves(cub)#MgCu2
3179,238214,Eu4H1.456F6.544,Fluorite#CaF2
3180,150662,YSi2,ThSi2
3181,106424,CeRh2,Laves(cub)#MgCu2
3182,108409,Tb1Zn0.5Cu0.5Si1,SmNiSb
3183,647637,VO2,Rutile#TiO2
3184,651733,YSb2,HoSb2
3185,638785,Hf2.4Pt3.6,AlCr2#MoSi2
3186,102124,CeCu2,CeCu2
3187,603713,HfTe2,CdI2(hP3)
3188,40690,Ti1.834V0.082Sb0.066W0.01O4,Rutile#TiO2
3189,197329,Sm8Co10.4Ru5.6,Laves(cub)#MgCu2
3190,36706,ZrO2,Fluorite#CaF2
3191,76322,NdCuSi,AlB2
3192,759409,BPS4,SiS2(Ibam)
3193,51951,LaIn2,CeCu2
3194,102130,CeFeCu,Laves(cub)#MgCu2
3195,104541,PrIr2,Laves(cub)#MgCu2
3196,180899,SiO2,Cristobalite#SiO2
3197,76336,SmCuGe,SmNiSb
3199,648276,VP2,OsGe2
3200,167964,TiO2,Rutile#TiO2
3201,52280,CaI2,CdI2(hP3)
3202,184427,V0.666Cr0.033Fe0.634Sb0.666O4,Rutile#TiO2
3203,202836,CrO2,Rutile#TiO2
3204,600568,NpO2,Fluorite#CaF2
3205,103548,NdFe2,Laves(cub)#MgCu2
3207,198768,La1.04Ce0.96C4,CaC2-I(I4/mmm)
3208,652548,Si2W,AlCr2#MoSi2
3209,421522,ReB2,ReB2
3210,657418,UGe2,ZrSi2
3211,620848,Ce2Ga3Cu,CaIn2
3214,70009,Ru4Se1.84S6.16,"Ru(S,Se)2"
3215,187660,Mn3.156Fe2.844Ge0.67P2.33,ZrNiAl#Fe2P
3216,652560,Si2W,AlCr2#MoSi2
3217,31733,Na2.6668Th1.3332F8,Fluorite#CaF2
3218,634183,Zr2Fe,CuAl2
3219,104569,TbIr2,Laves(cub)#MgCu2
3220,422995,Mg3.12Sc0.88Zn8,Laves(2H)#MgZn2
3221,646273,Pr4SiNi7,Laves(2H)#MgZn2
3222,65410,TiF2,Fluorite#CaF2
3223,167958,TiO2,Rutile#TiO2
3224,638975,HfV2,Laves(cub)#MgCu2
3225,164289,PtO2,BaSi2#EuGe2
3226,633820,TbFe2,Laves(cub)#MgCu2
3227,95091,Gd3Zn4.79Ge1.21,ZrNiAl#Fe2P
3228,103574,UFeNi,Laves(cub)#MgCu2
3230,105105,ZrTiMo4,Laves(cub)#MgCu2
3231,143150,Dy1Si1.5Pd0.5,AlB2
3232,189881,Ti4Mn6.46Al1.54,Laves(2H)#MgZn2
3233,31727,AmO2,Fluorite#CaF2
3234,34887,Y0.076Hf3.924O8,Baddeleyite#ZrO2(mP12)
3235,608108,HfMnAl,Laves(2H)#MgZn2
3236,610747,TeAsIr,Pyrite#FeS2(cP12)
3237,108421,SmDyFe4,Laves(cub)#MgCu2
3238,95090,GdZnGe,SmNiSb
3239,633821,TbFe2,Laves(2H)#MgZn2
3241,652213,ZnSe2,Pyrite#FeS2(cP12)
3242,167959,TiO2,Rutile#TiO2
3243,35540,Ag2O,Cuprite#Cu2O
3244,610746,AsIrSe,Pyrite#FeS2(cP12)
3245,31726,PuO2,Fluorite#CaF2
3246,189880,Ti4Mn6.348Al1.652,Laves(2H)#MgZn2
3247,143151,Ho1Si1.5Pd0.5,AlB2
3248,197466,CmO2,Fluorite#CaF2
3249,423320,La4Se6.824S1.16,CeSe2
3250,27144,D4Zr0.2Ta0.2Ti0.6Nb0.5V0.5,Pt2Si
3251,31732,K2.6668U1.3332F8,Fluorite#CaF2
3252,187661,Mn3.12Fe2.88Ge0.846P2.154,ZrNiAl#Fe2P
3253,197472,WSe2,MoS2(4H)
3254,105110,ZrVMo,Laves(cub)#MgCu2
3256,620849,Ce4Ga4.8Cu3.2,CeCu2
3257,42904,FeP2,Marcasite#FeS2(oP6)
3258,620691,CeCo2,Laves(cub)#MgCu2
3259,421523,B2Os,RuB2
3260,646272,Pr1Si1.5Ni0.5,AlB2
3261,610034,CoAs2,Marcasite#FeS2(oP6)
3262,38716,YNi2,TmNi2
3263,104568,TbIr2,Laves(cub)#MgCu2
3264,624391,NdCo2,Laves(cub)#MgCu2
3265,67212,Al3.9996Si7.9992O24,HAlSi2O6
3266,102119,CeYCo4,Laves(cub)#MgCu2
3267,202837,CrO2,Rutile#TiO2
3268,184426,V0.666Fe0.666Sb0.666O4,Rutile#TiO2
3269,417907,InPd2,Co2Si
3270,628583,TiCuNi,AlCr2#MoSi2
3271,52281,Co2Si,TiNiSi#MgSrSi
3272,167965,TiO2,Rutile#TiO2
3273,107049,Sm4Al2.2Ag5.8,CeCu2
3274,24317,TaSe2,TaSe2
3275,615164,BPd2,Fe2C
3276,76337,GdCuGe,SmNiSb
3277,180898,SiO2,Cristobalite#SiO2
3278,643322,Mn1.5Si3Pd4.5,ZrNiAl#Fe2P
3279,104540,PrIr2,Laves(cub)#MgCu2
3280,51788,In20.16Sb11.84Pd16,PdSn2(tI48)
3281,77029,Ho2C,CdCl2(3R)
3282,652549,Si2W,CrSi2
3283,198769,La1.06Tb0.94C4,CaC2-I(I4/mmm)
3284,56781,DyBr2,SrI2
3285,608135,HfAlPd,Laves(2H)#MgZn2
3286,182725,Mn2.4Zn1.6Sb2,Cu2Sb
3287,150663,DySi2,ThSi2
3288,102643,Sc2Co,CuAl2
3289,238215,Eu4H1.2F6.8,Fluorite#CaF2
3291,634800,NdGa2,AlB2
3292,423308,La4Se0.796S7.204,CeSe2
3293,246907,VI2,CdI2(hP3)
3294,633809,TbFe2,Laves(cub)#MgCu2
3295,76323,SmCuSi,AlB2
3296,199305,PuIr2,Laves(cub)#MgCu2
3297,197328,Sm8Fe12.8Ru3.2,Laves(cub)#MgCu2
3298,36707,ZrO2,Baddeleyite#ZrO2(mP12)
3299,613501,Cr11.2Fe20.8B16,Mg2Cu
3300,184432,V0.666Cr0.666Sb0.666O4,Rutile#TiO2
3301,108385,Y1In1.5Cu0.5,SmNiSb
3302,648288,P2W,MoP2
3304,608874,Ta2.4Al4.8Ni4.8,Laves(2H)#MgZn2
3305,620120,LuCd2,Cd2Ce
3306,87457,HfO2,HfO2
3307,15135,CoNiP,ZrNiAl#Fe2P
3308,50469,Ca2Rh,Sr2IrH5+x
3309,634155,ZrFe2,Laves(cub)#MgCu2
3310,58035,Pr4.8Nd3.2Al16,Laves(cub)#MgCu2
3311,414229,BaIn2,CeCu2
3312,123100,ZrO2,Zirconia#ZrO2(HT)
3313,56018,NbO2,Rutile#TiO2
3314,51777,Zr1.82V0.18O4,Zirconia#ZrO2(HT)
3315,102870,CsK2,Laves(2H)#MgZn2
3317,632242,HfFe2,Laves(2H)#MgZn2
3318,252741,CaC2,CaC2-I(I4/mmm)
3319,8665,Mn3.6Fe3.44Co0.96B4,CuAl2
3320,182916,Ag2S,Ag2S(LT)
3321,636024,GdNi2,Laves(cub)#MgCu2
3322,649828,VPt2,MoPt2
3323,630441,ErFe2,Laves(cub)#MgCu2
3324,252755,CaC2,CaC2-III(C12/m1)
3325,34851,NiAs2,NiAs2
3326,620652,CeCo2,Laves(cub)#MgCu2
3327,636030,GdNi2,Laves(cub)#MgCu2
3328,37380,CdI2,CdI2(hP30)
3329,196977,ThAs2,PrOI
3330,16428,CO2,CO2(cP12)
3331,5433,CrI2,HgI2(oS12)
3332,56024,Na2S,Fluorite#CaF2
3333,645948,NdSi2,GdSi1.4
3334,637460,GeO2,Rutile#TiO2
3335,647839,ThOs2,Laves(cub)#MgCu2
3336,8659,Mn3.6Fe2.24Co2.16B4,CuAl2
3337,630469,Er8Fe13.6Ru2.4,MgCu2(filled)-frame
3338,637306,Nd1Ge1.6Pt0.4,AlB2
3339,651083,TaS2,MoS2(3R)
3340,42737,P2Ru,Marcasite#FeS2(oP6)
3341,100083,LaC2,CaC2-I(I4/mmm)
3342,169035,Ce3SnO8,Fluorite#CaF2
3343,198972,GdAu2,AlCr2#MoSi2
3344,102694,TbCo2,Laves(cub)#MgCu2
3346,252769,CaC2,CaC2-II(C12/c1)#ThC2
3347,42723,FeAs2,Marcasite#FeS2(oP6)
3348,410701,EuIr2,Laves(cub)#MgCu2
3349,166474,NiS2,Pyrite#FeS2(cP12)
3350,608684,Nb2Al,U#Cr0.49Fe0.51
3351,409536,Cs2P,Rb2PH
3352,56030,TbGe2,TbGe2
3353,61313,AmPaO4,Fluorite#CaF2
3354,104018,Y0.4U0.6Ga2,AlB2
3355,105306,Ni2P,ZrNiAl#Fe2P
3356,39178,SnO2,Rutile#TiO2
3357,646702,SmNi2,Laves(cub)#MgCu2
3358,101160,TmC2,CaC2-I(I4/mmm)
3359,656511,FeS2,Pyrite#FeS2(cP12)
3360,621941,CeRh2,Laves(cub)#MgCu2
3361,609015,U8Al12.8Os3.2,Laves(4H)#MgNi2
3362,245942,SiO2,Si64O128(tI192)
3363,108144,MgNi2,Laves(4H)#MgNi2
3364,411190,CaC2,CaC2-III(C12/m1)
3365,646064,NdZn2,CeCu2
3367,67004,ZrO2,ZrO2(oP12)
3368,246293,Fe0.66Re1.34O4,Rutile#TiO2
3369,236774,Hf3.868Si0.132O8,Baddeleyite#ZrO2(mP12)
3370,612435,TmAu2,AlCr2#MoSi2
3371,260532,Ho8Al3.2Fe12.8,Laves(cub)#MgCu2
3372,634380,HoMnGa,TiFeSi
3373,642216,Li2O,Fluorite#CaF2
3374,198225,HfAl2,Laves(2H)#MgZn2
3375,623824,HoCo2,Laves(cub)#MgCu2
3377,103005,InCuNi,Ni2In#Co1.75Ge
3378,260526,Gd2Mn3Al,Laves(cub)#MgCu2
3379,650612,Te0.8Ru4Se7.2,Pyrite#FeS2(cP12)
3380,61307,YbPaO4,Fluorite#CaF2
3381,424659,AlNi4Ge,Co2Si
3383,633389,FeSb2,Marcasite#FeS2(oP6)
3384,153154,SbO2,Cervantite#Sb2O4
3385,72435,Te2Au,AuTe2
3386,605613,Nd2Si3Ag,ThSi2
3387,57845,Zr8Al3.2Fe12.8,Laves(cub)#MgCu2
3388,197658,Mo2C,hcp(filled)#Nb2N
3389,642558,LuRu2,Laves(2H)#MgZn2
3390,612409,TiAu2,AlCr2#MoSi2
3391,190889,Te2Ir,BaSi2#EuGe2
3392,189300,CaUO4,Fluorite#CaF2
3393,42290,CdI2,CdI2(hP57)
3394,420371,Sr3.352Ca4.648Al16,Laves(cub)#MgCu2
3395,628781,CuS2,Marcasite#FeS2(oP6)
3396,609997,CeAs2,NdAs2
3397,32777,HfO2,ZrO2(oP12)
3398,280388,HfV2,NdCo2
3399,42284,CdI2,CdI2(hP30)
3400,617565,DyC2,CaC2-I(I4/mmm)
3402,626960,ZrCr2,Laves(cub)#MgCu2
3403,102327,Er8Co12.8Cu3.2,Laves(cub)#MgCu2
3404,40493,Y0.5Ho1.5C4,CaC2-I(I4/mmm)
3405,198219,Zr2Al3Co,Laves(cub)#MgCu2
3406,103039,LaCuSn,Ag2Nd
3407,76121,NiSb2,Marcasite#FeS2(oP6)
3408,76647,SmOF,Fluorite#CaF2
3409,624811,CoRhS4,Pyrite#FeS2(cP12)
3410,196552,Y8Al3.2Fe12.8,Laves(cub)#MgCu2
3411,103987,ThGa2,ThSi2
3412,154607,TiO2,Anatase#TiO2
3413,36263,MoO2,MoO2#VO2
3415,656539,ZrH2,ThH2
3416,658514,Mn2.91Fe3.09As0.9P2.1,ZrNiAl#Fe2P
3417,9792,FeNiAs4,Marcasite#FeS2(oP6)
3418,182527,Zr8Al0.16Fe15.84,Laves(cub)#MgCu2
3419,166138,CeSnO4,Fluorite#CaF2
3420,43617,TiSe2,CdI2(hP3)
3421,53404,Er1Si1.5Ni0.5,AlB2
3422,88200,D2Mg,Rutile#TiO2
3423,621982,CeRu2,Laves(cub)#MgCu2
3424,246536,Mg0.99Al0.01B2,AlB2
3425,292001,HoGa2,AlB2
3426,153183,Co0.4Cu3.6O8,Ca1-xCuO2(CuO2-part)
3428,26925,Mg20Zn37Ag3,Ag2Mg12Zn25
3429,168673,TbSn2,ZrSi2
3430,136069,Sc4.2Ta3.8Co16,Laves(cub)#MgCu2
3431,23685,YbC2,CaC2-I(I4/mmm)
3432,108187,Tb2C,Sr2N
3433,636554,Hf2Ge,FeSn2
3434,618871,TbC2,CaC2-I(I4/mmm)
3435,432946,Sc0.418Nb1.582N1.2O2.8,Rutile#TiO2
3436,142924,TiO2,Rutile#TiO2
3437,58223,YbAl2,Laves(cub)#MgCu2
3438,604280,ZrH2,ThH2
3439,57676,Er8Al12.96Cu3.04,Laves(cub)#MgCu2
3440,643875,YMn2,Laves(cub)#MgCu2
3441,199846,UIr2,Laves(cub)#MgCu2
3442,18161,ThFe2,ThCr2Si2#CeAl2Ga2#BaAl4
3444,99319,Ti1.4Nb0.4Ni0.2O4,Rutile#TiO2
3445,418163,Cr2B,Mg2Cu
3446,25586,Li7.2Ti0.8N2.4O1.6,Fluorite#CaF2
3447,15445,ThZn2,SmNiSb
3448,192913,Mn4Si2.918Ni5.082,Laves(2H)#MgZn2
3449,102496,HoCoRu,Laves(cub)#MgCu2
3450,196585,Zr0.8Ta3.2Fe8,Laves(2H)#MgZn2
3451,248527,CaSi2,ThSi2
3452,57886,La1Al1.75Ge0.25,AlB2
3454,646925,ThNi2,AlB2
3456,628024,MnInCu,Laves(2H)#MgZn2
3457,429396,Nd4Ag2.168Ge5.832,ThSi2
3458,627471,Pr2Ga3Cu,CaIn2
3459,638551,ZrH2,ThH2
3460,281041,Ag2O,Cuprite#Cu2O
3461,607979,Al1.5Ge4.5Mo3,CrSi2
3462,81218,NbAs2,OsGe2
3463,42253,CdI2,CdI2(hP12)
3464,631213,ErZn2,CeCu2
3465,633404,FeSbTe,Marcasite#FeS2(oP6)
3466,106182,ZrTiW4,Laves(cub)#MgCu2
3467,627465,NbGaCu,Laves(2H)#MgZn2
3468,638545,YbH2,Fluorite#CaF2
3469,621014,CeFe2,Laves(cub)#MgCu2
3470,42247,CdI2,CdI2(hP45)
3471,636568,Hf3.2Ge0.8Mo8,Laves(2H)#MgZn2
3472,629448,YbCu2,Laves(2H)#MgZn2
3473,35971,PbO2,CaCl2
3474,13008,Fe1.8Ni0.2P4,Marcasite#FeS2(oP6)
3475,99325,Nb0.4Ni0.2Sn1.4O4,Rutile#TiO2
3476,42521,YO2,Bixbyite#Mn2-xO3
3477,184195,NdMn2,Mn2ZrHx-frame#MgZn2
3478,76684,NiS2,Pyrite#FeS2(cP12)
3479,172165,HfO2,Baddeleyite#ZrO2(mP12)
3480,197857,Pr8Fe5.28Ni10.72,Laves(cub)#MgCu2
3481,625514,UCo2,Laves(cub)#MgCu2
3482,248533,CaSi2,ThSi2
3483,652603,YbSi2,AlB2
3484,230517,ZrB2,AlB2
3485,604445,DyAl2,Laves(cub)#MgCu2
3486,197710,PuO2,Fluorite#CaF2
3487,649223,PrRh2,Laves(cub)#MgCu2
3488,608519,Mn8Al10.672Si5.328,TiSi2
3489,16951,GeS2,SiS2
3490,197076,Nd1Ge1.5Ir0.5,AlB2
3491,198345,TbPt2,Laves(cub)#MgCu2
3492,16789,LiMgN,Fluorite#CaF2
3493,58380,YbAg2,CeCu2
3494,759742,SnO2,CaCl2
3495,28673,AlAs2,Li3AlP2
3496,103171,DyFe2,Laves(cub)#MgCu2
3497,632685,ZrFeMo,Laves(2H)#MgZn2
3498,230265,GeO2,Rutile#TiO2
3499,31322,TiO2,Rutile#TiO2
3500,759756,SnO2,CaCl2
3501,58394,BaAu2,SmNiSb
3502,651478,ZrS2,CdI2(hP3)
3503,619400,CaMg2,Laves(2H)#MgZn2
3504,618078,HoC2,CaC2-I(I4/mmm)
3505,52861,Ce1Ni0.5Ge1.5,AlB2
3506,197704,Pu2Co,ZrNiAl#Mg2In
3507,105266,NdNi2,Laves(cub)#MgCu2
3508,604451,CeAl2,Laves(cub)#MgCu2
3510,154997,PbF2,Cotunnite#PbCl2
3511,602020,CeNi2,Laves(cub)#MgCu2
3512,646892,NiTe2,BaSi2#EuGe2
3513,25419,Te2Mo,MoS2(4H)
3514,150501,Th2Cu,CuAl2
3515,52849,Ce1Cu0.5Ge1.5,AlB2
3516,645343,Nb2.25W0.75S6,MoS2(3R)
3517,40295,NdNiSb,SmNiSb
3518,102521,MgCoNi,Laves(2H)#MgZn2
3519,26110,MoCl2,Mo6Cl12
3520,50086,USiPt,CeCu2
3521,152316,MoO2,MoO2#VO2
3522,186621,FeSb2,Marcasite#FeS2(oP6)
