CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
155989	P n m a	Ba H2	Cotunnite#PbCl2	Hydrogen self-dynamics in orthorhombic alkaline earth hydrides through incoherent inelastic neutron scattering	Journal of Alloys and Compounds (2007) 427,  p. 18-24	4	293.00	2007	-1	
156480	P n n m	Cr Cl2	CaCl2	Density functional study of alpha-(Cr Cl2): structural, electronic and magnetic properties	Physical Review B: Condensed Matter and Materials Physics (2006) 74,   Article ID 224402 (p. 1-7)	2	293.00	2006	-1	
156883	P n m a	Ca H2	Cotunnite#PbCl2	Structure and vibrational spectra of calcium hydride and deuteride	Journal of Alloys and Compounds (2007) 436,  p. 51-55	4	0.00	2007	-1	
157283	P n n m	Os N2	IrN2	Os N2 : crystal structure and electronic properties	Applied Physics Letters (2007) 90,   Article ID 011909 (p. 1-3)	2	293.00	2007	-1	
157448	P 42/m n m	Sn O2	Rutile#TiO2	Characterization of the high-pressure structures and phase transformations in Sn O2. A density functional theory study.	Journal of Physical Chemistry B (2007) 111,  p. 6479-6485	2	293.00	2007	-1	
157449	P n n m	Sn O2	CaCl2	Characterization of the high-pressure structures and phase transformations in Sn O2. A density functional theory study.	Journal of Physical Chemistry B (2007) 111,  p. 6479-6485	2	293.00	2007	-1	
157450	P b c n	Sn O2	α−PbO2#Fe2N.94	Characterization of the high-pressure structures and phase transformations in Sn O2. A density functional theory study.	Journal of Physical Chemistry B (2007) 111,  p. 6479-6485	4	293.00	2007	-1	
157451	P a -3	Sn O2	PdF2(cP12)	Characterization of the high-pressure structures and phase transformations in Sn O2. A density functional theory study.	Journal of Physical Chemistry B (2007) 111,  p. 6479-6485	4	293.00	2007	-1	
157452	P b c a	Sn O2	Brookite#TiO2	Characterization of the high-pressure structures and phase transformations in Sn O2. A density functional theory study.	Journal of Physical Chemistry B (2007) 111,  p. 6479-6485	8	293.00	2007	-1	
157453	F m -3 m	Sn O2	Fluorite#CaF2	Characterization of the high-pressure structures and phase transformations in Sn O2. A density functional theory study.	Journal of Physical Chemistry B (2007) 111,  p. 6479-6485	4	293.00	2007	-1	
157454	P n a m	Sn O2		Characterization of the high-pressure structures and phase transformations in Sn O2. A density functional theory study.	Journal of Physical Chemistry B (2007) 111,  p. 6479-6485	4	293.00	2007	-1	
157529	P 6/m m m	Mo B2	AlB2	First-principles study on the structural, cohesive and electronic properties of rhombohedral Mo2 B5 as compared with hexagonal Mo B2	Physica B: Condensed Matter (Amsterdam, Netherlands) (2007) 387,  p. 184-189	1	293.00	2007	-1	
157611	P n m a	Ba Si2	BaSi2(oP24)	Isostructural Ba Si2, Ba Ge2 and Sr Ge2: electronic and optical properties	Physica Status Solidi B: Basic Solid State Physics (2007) 244, (7) p. 2611-2618	8	293.00	2007	-1	
157612	P n m a	Ba Ge2	BaSi2(oP24)	Isostructural Ba Si2, Ba Ge2 and Sr Ge2: electronic and optical properties	Physica Status Solidi B: Basic Solid State Physics (2007) 244, (7) p. 2611-2618	8	293.00	2007	-1	
157613	P n m a	Sr Ge2	BaSi2(oP24)	Isostructural Ba Si2, Ba Ge2 and Sr Ge2: electronic and optical properties	Physica Status Solidi B: Basic Solid State Physics (2007) 244, (7) p. 2611-2618	8	293.00	2007	-1	
157939	P m n n	Os N2	Fe2C	Crystal structure and physical properties of Os N2 and Pt N2 in the marcasite phase	Physical Review B: Condensed Matter and Materials Physics (2007) 75,   Article ID 054103 (p. 1-4)	2	293.00	2007	-1	
157940	P m n n	Pt N2		Crystal structure and physical properties of Os N2 and Pt N2 in the marcasite phase	Physical Review B: Condensed Matter and Materials Physics (2007) 75,   Article ID 054103 (p. 1-4)	2	293.00	2007	-1	
157944	P n m a	Ca H2	Cotunnite#PbCl2	Structural phase transition in Ca H2 at high pressures	Physical Review B: Condensed Matter and Materials Physics (2007) 75,   Article ID 134108 (p. 1-5)	4	293.00	2007	-1	
158181	F m -3 m	Mg2 Sn	Fluorite#CaF2	Ab initio determination of structural and dynamical properties of Mg2 Sn	AIP Conference Proceedings (2007) 899,  p. 247-248	4	293.00	2007	-1	
158273	P 42/m n m	Mg H2	Rutile#TiO2	Li Al-substitution into the Mg H2 structure may improve the hydrogen storage processes	Journal of Alloys and Compounds (2007) 446,  p. 72-79	2	293.00	2007	-1	
159315	P 42/m n m	Mg F2	Rutile#TiO2	First-principles study of the pressure-induced rutile-(Ca Cl2) phase transition in Mg F2	Solid State Communications (2008) 145,  p. 283-287	2	293.00	2008	-1	
159435	F m -3 m	Cu2 S	Cu2S	Electronic and crystal structure of Cu2-x S: full-potential structure calculations	Physical Review B: Condensed Matter and Materials Physics (2007) 76,   Article ID 195202 (p. 1-14)	4	293.00	2007	-1	
159437	P 63/m m c	Cu2 S	Cu2S(HT)	Electronic and crystal structure of Cu2-x S: full-potential structure calculations	Physical Review B: Condensed Matter and Materials Physics (2007) 76,   Article ID 195202 (p. 1-14)	2	293.00	2007	-1	
160102	P n m a	Sr2 Si	TiNiSi#MgSrSi	Lattice stability of intermediate phases of the Sr-Si system	Journal of Alloys and Compounds (2008) 457,  p. 29-35	4	293.00	2008	-1	
160103	P 63/m m c	Sr2 Si	Ni2In#Co1.75Ge	Lattice stability of intermediate phases of the Sr-Si system	Journal of Alloys and Compounds (2008) 457,  p. 29-35	2	293.00	2008	-1	
160620	P n n m	Ir N2	IrN2	Marcasite vs. arsenopyrite structural choice in M N2 (M= Ir, Os and Rh) transition metal nitrides	Journal of Materials Chemistry (2008) 18,  p. 2090-2095	2	293.00	2008	-1	
160621	P n n m	Os N2	IrN2	Marcasite vs. arsenopyrite structural choice in M N2 (M= Ir, Os and Rh) transition metal nitrides	Journal of Materials Chemistry (2008) 18,  p. 2090-2095	2	293.00	2008	-1	
160622	P n n m	Rh N2	IrN2	Marcasite vs. arsenopyrite structural choice in M N2 (M= Ir, Os and Rh) transition metal nitrides	Journal of Materials Chemistry (2008) 18,  p. 2090-2095	2	293.00	2008	-1	
160623	P 1 21/c 1	Ir N2	RhN2	Marcasite vs. arsenopyrite structural choice in M N2 (M= Ir, Os and Rh) transition metal nitrides	Journal of Materials Chemistry (2008) 18,  p. 2090-2095	4	293.00	2008	-1	
160624	P 1 21/c 1	Rh N2	RhN2	Marcasite vs. arsenopyrite structural choice in M N2 (M= Ir, Os and Rh) transition metal nitrides	Journal of Materials Chemistry (2008) 18,  p. 2090-2095	4	293.00	2008	-1	
160788	I 4/m c m	Fe2 B	CuAl2	Study of short-range atomic order in Fe2 B powders	Fizika Metallov i Metallovedenie (2007) 103, (5) p. 497-508	4	293.00	2007	-1	
160789	I 4/m c m	Fe2 B	Fe2B	Study of short-range atomic order in Fe2 B powders	Fizika Metallov i Metallovedenie (2007) 103, (5) p. 497-508	4	293.00	2007	-1	
160790	I 4/m c m	Fe2 B	Fe2B	Study of short-range atomic order in Fe2 B powders	Fizika Metallov i Metallovedenie (2007) 103, (5) p. 497-508	4	293.00	2007	-1	
160791	I 4/m c m	Fe2 B	CuAl2	Study of short-range atomic order in Fe2 B powders	Fizika Metallov i Metallovedenie (2007) 103, (5) p. 497-508	4	293.00	2007	-1	
160792	I 4/m c m	Fe2 B	Fe2B	Study of short-range atomic order in Fe2 B powders	Fizika Metallov i Metallovedenie (2007) 103, (5) p. 497-508	4	293.00	2007	-1	
160912	I 4/m c m	Zr2 Ni		Formation of Zr66.7 Al11.1 Ni22.2 noncrystalline alloys demonstrated by molecular dynamics simulations based on distorted plastic crystal model	Intermetallics (2008) 16,  p. 819-826	4	293.00	2008	-1	
161107	I m m m	Mo Pt2	MoPt2	Structure and electronic properties of Mo3 Pt, Mo Pt2 and Mo Pt3: first-principles calculations	Physical Review B: Condensed Matter and Materials Physics (2008) 77,   Article ID 193111 (p. 1-4)	2	293.00	2008	-1	
161133	P -3 m 1	Fe2 Si	Fe2Si(HT)	Structural stability of Fe5 Si3 and Ni2 Si studied by high-pressure X-ray diffraction and ab initio total-energy calculations	Physical Review B: Condensed Matter and Materials Physics (2008) 77,   Article ID 094113 (p. 1-12)	2	293.00	2008	-1	
161138	P b n m	Ni2 Si	TiNiSi#MgSrSi	Structural stability of Fe5 Si3 and Ni2 Si studied by high-pressure X-ray diffraction and ab initio total-energy calculations	Physical Review B: Condensed Matter and Materials Physics (2008) 77,   Article ID 094113 (p. 1-12)	4	293.00	2008	-1	
161367	I b a m	Be H2	BeH2	First-principles calculations of the crystal structure, electronic structure and thermodynamic stability of Be (B H4)2	Physical Review B: Condensed Matter and Materials Physics (2008) 77,   Article ID 165115 (p. 1-7)	12	293.00	2008	-1	
161908	I 41/a m d Z	Ti O2	Anatase#TiO2	First-principles study of anatase and rutile Ti O2 doped with Eu ions: a comparison of GGA and LDA+U calculations	Physical Review B: Condensed Matter and Materials Physics (2008) 78,   Article ID 035107 (p. 1-9)	4	293.00	2008	-1	
161909	P 42/m n m	Ti O2	Rutile#TiO2	First-principles study of anatase and rutile Ti O2 doped with Eu ions: a comparison of GGA and LDA+U calculations	Physical Review B: Condensed Matter and Materials Physics (2008) 78,   Article ID 035107 (p. 1-9)	2	293.00	2008	-1	
161962	P 42/m n m	Mg H2	Rutile#TiO2	Structural phase transitions in Mg H2 under high pressure	Solid State Communications (2008) 148,  p. 403-405	2	293.00	2008	-1	
162103	P 63/m m c	Fe2 C		First-principles study on the structural stability, electronic and magnetic properties of Fe2 C	Computational Materials Science (2008) 42,  p. 692-697	2	293.00	2008	-1	
162104	P n n m	Fe2 C	Fe2C	First-principles study on the structural stability, electronic and magnetic properties of Fe2 C	Computational Materials Science (2008) 42,  p. 692-697	2	293.00	2008	-1	
162245	P 41 21 2	Si O2	α−Cristobalite#SiO2	Structural stability and lattice dynamics of Si O2 cristobalite	Physical Review B: Condensed Matter and Materials Physics (2008) 78,   Article ID 54117 (p. 1-14)	4	293.00	2008	-1	
162246	I -4 2 d	Si O2	SiO2(I4-2d)	Structural stability and lattice dynamics of Si O2 cristobalite	Physical Review B: Condensed Matter and Materials Physics (2008) 78,   Article ID 054117 (p. 1-14)	4	293.00	2008	-1	
162271	P 63/m m c	Re B2	ReB2	Electronic and thermodynamic properties of Re B2 under high pressure and temperature	Solid State Communications (2009) 149,  p. 56-59	2	293.00	2009	-1	
162411	P 62 2 2	Mg2 Ni	Mg2Ni	First-principles investigation of Mg2 Ni phase and high/low temperature Mg2 Ni H4 complex hydrides	Journal of Physics and Chemistry of Solids (2009) 70,  p. 32-39	6	293.00	2009	-1	
162418	P 63/m m c	W2 C	W2C(hP3)	Structural, electronic properties and stability of tungsten mono- and semi-carbides: a first principles investigation	Journal of Physics and Chemistry of Solids (2009) 70,  p. 64-71	1	293.00	2009	-1	
162419	P -3 1 m	W2 C		Structural, electronic properties and stability of tungsten mono- and semi-carbides: a first principles investigation	Journal of Physics and Chemistry of Solids (2009) 70,  p. 64-71	3	293.00	2009	-1	
162608	P 32 2 1	Si O2	Quartz(low)#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	3	293.00	1999	-1	
162609	P 32 2 1	Si O2	Quartz(low)#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	3	293.00	1999	-1	
162610	P 32 2 1	Si O2	Quartz(low)#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	3	293.00	1999	-1	
162611	P 32 2 1	Si O2	Quartz(low)#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	3	293.00	1999	-1	
162612	P 62 2 2	Si O2	Quartz(high)#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	3	293.00	1999	-1	
162613	P 62 2 2	Si O2	Quartz(high)#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	3	293.00	1999	-1	
162614	P 41 21 2	Si O2	α−Cristobalite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	4	293.00	1999	-1	
162615	P 41 21 2	Si O2	α−Cristobalite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	4	293.00	1999	-1	
162616	P 21 3	Si O2	SnWO4	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	8	293.00	1999	-1	
162617	P 21 3	Si O2	SnWO4	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	8	293.00	1999	-1	
162618	I -4 2 d	Si O2	SiO2(I4-2d)	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	4	293.00	1999	-1	
162619	I -4 2 d	Si O2	SiO2(I4-2d)	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	4	293.00	1999	-1	
162620	F d -3 m S	Si O2	Cristobalite(high)#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	8	293.00	1999	-1	
162621	C 2 2 21	Si O2	SiO2(C2221)	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	8	293.00	1999	-1	
162622	C 2 2 21	Si O2	SiO2(C2221)	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	8	293.00	1999	-1	
162623	P 63/m m c	Si O2	Tridymite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	4	293.00	1999	-1	
162624	P 63/m m c	Si O2	Tridymite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	4	293.00	1999	-1	
162625	P 41 21 2	Si O2	Keatite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	12	293.00	1999	-1	
162626	P 41 21 2	Si O2	Keatite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	12	293.00	1999	-1	
162627	C 1 2/c 1	Si O2	Coesite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	16	293.00	1999	-1	
162628	C 1 2/c 1	Si O2	Coesite#SiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	16	293.00	1999	-1	
162629	P 1 21/c 1	Si O2	SiO2(mP48)	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	16	293.00	1999	-1	
162630	P 1 21/c 1	Si O2	SiO2(mP48)	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	16	293.00	1999	-1	
162631	P 42/m n m	Si O2	Rutile#TiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	2	293.00	1999	-1	
162632	P 42/m n m	Si O2	Rutile#TiO2	Polymorphism in silica studied in the local density and generalized-gradient approximations	Journal of Physics: Condensed Matter (1999) 11,  p. 3833-3874	2	293.00	1999	-1	
163152	I 4/m m m	Hf2 Ag	CuZr2	A first-principle study of the first site preference of Cd impurity in Hf-Ag and Zr-Ag compounds	Computational Materials Science (2008) 43,  p. 867-871	2	293.00	2008	-1	
163153	I 4/m m m	Zr2 Ag	CuZr2	A first-principle study of the first site preference of Cd impurity in Hf-Ag and Zr-Ag compounds	Computational Materials Science (2008) 43,  p. 867-871	2	293.00	2008	-1	
163224	I -4 m 2	Si96 O192	Zeolite-ZSM-11-frame	Effect of Al content on phase transitions of zeolite MEL	Microporous and Mesoporous Materials (2009) 121,  p. 26-33	1	293.00	2009	-1	
163225	I m m 2	Si96 O192		Effect of Al content on phase transitions of zeolite MEL	Microporous and Mesoporous Materials (2009) 121,  p. 26-33	1	293.00	2009	-1	
163456	I 4/m m m	Ti2 Pd	CuZr2	Electric field gradients at Ta and Cd in Ti2 Pd compound	Journal of Alloys and Compounds (2009) 477,  p. 36-39	2	293.00	2009	-1	
163571	P 63/m m c	Sr H2	Ni2In#Co1.75Ge	High-density strontium hydride : an experimental and theoretical study	Solid State Communications (2009) 149,  p. 830-834	2	293.00	2009	-1	
163575	P 63/m m c	Sr H2	Ni2In#Co1.75Ge	High-density strontium hydride : an experimental and theoretical study	Solid State Communications (2009) 149,  p. 830-834	2	293.00	2009	-1	
163576	P 63/m m c	Sr H2	Ni2In#Co1.75Ge	High-density strontium hydride : an experimental and theoretical study	Solid State Communications (2009) 149,  p. 830-834	2	293.00	2009	-1	
164161	C 1 2/c 1	Si56 O112	SiO2(mS168)	Probing local structures of zeolite frameworks by solid-state NMR and first-principles calculations of (29)Si-O-(29)Si scalar couplings	Physical Chemistry Chemical Physics (2009) 11,  p. 1825-1837	1	293.00	2009	-1	
164162	C 1 2/c 1	Si56 O112	SiO2(mS168)	Probing local structures of zeolite frameworks by solid-state NMR and first-principles calculations of (29)Si-O-(29)Si scalar couplings	Physical Chemistry Chemical Physics (2009) 11,  p. 1825-1837	1	293.00	2009	-1	
164601	F m -3 m	Sc H2	Fluorite#CaF2	Energetics and electronic properties of Mg7 TM H16 (TM= Sc, Ti, V, Y, Zr, Nb): an ab initio study	Physica B: Condensed Matter (Amsterdam, Netherlands) (2009) 404,  p. 2234-2240	4	293.00	2009	-1	
164602	F m -3 m	Ti H2	Fluorite#CaF2	Energetics and electronic properties of Mg7 TM H16 (TM= Sc, Ti, V, Y, Zr, Nb): an ab initio study	Physica B: Condensed Matter (Amsterdam, Netherlands) (2009) 404,  p. 2234-2240	4	293.00	2009	-1	
164603	F m -3 m	V H2	Fluorite#CaF2	Energetics and electronic properties of Mg7 TM H16 (TM= Sc, Ti, V, Y, Zr, Nb): an ab initio study	Physica B: Condensed Matter (Amsterdam, Netherlands) (2009) 404,  p. 2234-2240	4	293.00	2009	-1	
164604	F m -3 m	Y H2	Fluorite#CaF2	Energetics and electronic properties of Mg7 TM H16 (TM= Sc, Ti, V, Y, Zr, Nb): an ab initio study	Physica B: Condensed Matter (Amsterdam, Netherlands) (2009) 404,  p. 2234-2240	4	293.00	2009	-1	
164605	F m -3 m	Zr H2	Fluorite#CaF2	Energetics and electronic properties of Mg7 TM H16 (TM= Sc, Ti, V, Y, Zr, Nb): an ab initio study	Physica B: Condensed Matter (Amsterdam, Netherlands) (2009) 404,  p. 2234-2240	4	293.00	2009	-1	
164606	F m -3 m	Nb H2	Fluorite#CaF2	Energetics and electronic properties of Mg7 TM H16 (TM= Sc, Ti, V, Y, Zr, Nb): an ab initio study	Physica B: Condensed Matter (Amsterdam, Netherlands) (2009) 404,  p. 2234-2240	4	293.00	2009	-1	
164631	P 1 21/m 1	(N O) (N O3)		First-principles study of crystal structures of (N O)(+) (N O3)(-) under pressure	Solid State Communications (2009) 149,  p. 1342-1349	2	293.00	2009	-1	
164736	P 1	Zr O2	(Ce,Zr)O2	Crystal structures of the tetragonal ceria-zirconia solid solutions Cex Zr1-x O2 through first principles calculations (0<= x<= 1)	Journal of Physical Chemistry C (2009) 113,  p. 12658-12662	8	293.00	2009	-1	
164744	P 1	Ce O2	(Ce,Zr)O2	Crystal structures of the tetragonal ceria-zirconia solid solutions Cex Zr1-x O2 through first principles calculations (0<= x<= 1)	Journal of Physical Chemistry C (2009) 113,  p. 12658-12662	8	293.00	2009	-1	
164851	P b c n	Mo2 C	Fe2N-zeta	A first-principles study on structural and electronic properties of Mo2 C	Scripta Materialia (2009) 60,  p. 949-952	4	293.00	2009	-1	
164852	P 63/m m c	Mo2 C	hcp(filled)#Nb2N	A first-principles study on structural and electronic properties of Mo2 C	Scripta Materialia (2009) 60,  p. 949-952	1	293.00	2009	-1	
164861	F m -3 m	Zr O2	Fluorite#CaF2	Computational modeling study of bulk and surface of yttria-stabilized cubic zirconia	Chemistry of Materials (2009) 21,  p. 3576-3585	4	293.00	2009	-1	
164862	P 42/n m c S	Zr O2	Zirconia#ZrO2(HT)	Computational modeling study of bulk and surface of yttria-stabilized cubic zirconia	Chemistry of Materials (2009) 21,  p. 3576-3585	2	293.00	2009	-1	
165123	P 6/m m m	Sc B2	AlB2	Lattice dynamical properties of Sc B2, Ti B2 and V B2 compounds	Solid State Communications (2009) 149,  p. 1843-1848	1	293.00	2009	-1	
165124	P 6/m m m	Ti B2	AlB2	Lattice dynamical properties of Sc B2, Ti B2 and V B2 compounds	Solid State Communications (2009) 149,  p. 1843-1848	1	293.00	2009	-1	
165125	P 6/m m m	V B2	AlB2	Lattice dynamical properties of Sc B2, Ti B2 and V B2 compounds	Solid State Communications (2009) 149,  p. 1843-1848	1	293.00	2009	-1	
165768	F m -3 m	Mg2 Ge	Fluorite#CaF2	First-principles calculation of impurity doping into Mg2 Ge	Journal of Alloys and Compounds (2009) 485,  p. 764-768	4	293.00	2009	-1	
165878	C 1 2/c 1	Si56 O112	SiO2(mS168)	A structure refinement strategy for NMR crystallography: an improves crystal structure of silica-ZSM-12 zeolite from (29)Si chemical shift tensors	Journal of Magnetic Resonance (2008) 194,  p. 136-146	1	293.00	2008	-1	
165972	P -3 m 1	Mg Br2	CdI2(hP3)	Crystallographic structure refinement with quadrupolar nuclei: a combined solid-state NMR and GIPAW DFT example using Mg Br2	Physical Chemistry Chemical Physics (2009) 11,  p. 7120-7122	1	293.00	2009	-1	
165973	P -3 m 1	Mg Br2	CdI2(hP3)	Crystallographic structure refinement with quadrupolar nuclei: a combined solid-state NMR and GIPAW DFT example using Mg Br2	Physical Chemistry Chemical Physics (2009) 11,  p. 7120-7122	1	293.00	2009	-1	
166234	F m -3 m	Mg H2	Fluorite#CaF2	Structure and stability of high pressure synthesized Mg - TM hydrides (TM= Ti, Zr, Hf, V, Nb and Ta) as possible new hydrogen rich hydrides for hydrogen storage	Journal of Materials Chemistry (2009) 19,  p. 8150-8161	4	293.00	2009	-1	
166235	F m -3 m	Ti H2	Fluorite#CaF2	Structure and stability of high pressure synthesized Mg - TM hydrides (TM= Ti, Zr, Hf, V, Nb and Ta) as possible new hydrogen rich hydrides for hydrogen storage	Journal of Materials Chemistry (2009) 19,  p. 8150-8161	4	293.00	2009	-1	
166236	P 42/m n m	Mg H2	Rutile#TiO2	Structure and stability of high pressure synthesized Mg - TM hydrides (TM= Ti, Zr, Hf, V, Nb and Ta) as possible new hydrogen rich hydrides for hydrogen storage	Journal of Materials Chemistry (2009) 19,  p. 8150-8161	2	293.00	2009	-1	
166275	I 1 2/a 1	Pd P2		Structural and electronic properties of the pseudo-binary compounds Pd X2 (X= P, S and Se)	Journal of Physics and Chemistry of Solids (2010) 71,  p. 42-46	4	293.00	2010	-1	
166276	P b c a	Pd S2	PdS2	Structural and electronic properties of the pseudo-binary compounds Pd X2 (X= P, S and Se)	Journal of Physics and Chemistry of Solids (2010) 71,  p. 42-46	4	293.00	2010	-1	
166277	P b c a	Pd Se2	PdS2	Structural and electronic properties of the pseudo-binary compounds Pd X2 (X= P, S and Se)	Journal of Physics and Chemistry of Solids (2010) 71,  p. 42-46	4	293.00	2010	-1	
166350	F m -3 m	Mg2 Pb	Fluorite#CaF2	Thermal stability and elastic properties of intermetallics Mg2 Pb	Physica B: Condensed Matter (Amsterdam, Netherlands) (2010) 405,  p. 701-704	4	293.00	2010	-1	
166458	P a -3	Os N2	Pyrite#FeS2(cP12)	An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	4	293.00	2010	-1	
166459	P n n m	Os N2	IrN2	An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	2	293.00	2010	-1	
166460	P a -3	Ir N2	Pyrite#FeS2(cP12)	An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	4	293.00	2010	-1	
166461	P n n m	Ir N2	IrN2	An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	2	293.00	2010	-1	
166462	P a -3	Pt N2	Pyrite#FeS2(cP12)	An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	4	293.00	2010	-1	
166463	P n n m	Pt N2		An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	2	293.00	2010	-1	
166464	P a -3	Au N2	Pyrite#FeS2(cP12)	An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	4	293.00	2010	-1	
166465	P n n m	Au N2		An ab initio study of 5d noble metal nitrides: Os N2, Ir N2, Pt N2 and Au N2	Solid State Communications (2010) 150,  p. 181-186	2	293.00	2010	-1	
166846	P n m a	Te O2	MnO2	Post-cotunnite phase of Te O2 obtained from first-principles density-functional theory methods with random-structure searching	Physical Review B: Condensed Matter and Materials Physics (2009) 80,   Article ID 184115 (p. 1-4)	4	0.00	2009	-1	
166847	P 1 21/m 1	Te O2		Post-cotunnite phase of Te O2 obtained from first-principles density-functional theory methods with random-structure searching	Physical Review B: Condensed Matter and Materials Physics (2009) 80,   Article ID 184115 (p. 1-4)	4	0.00	2009	-1	
166848	C m c m	Te O2		Post-cotunnite phase of Te O2 obtained from first-principles density-functional theory methods with random-structure searching	Physical Review B: Condensed Matter and Materials Physics (2009) 80,   Article ID 184115 (p. 1-4)	4	0.00	2009	-1	
166849	P -1	Te O2		Post-cotunnite phase of Te O2 obtained from first-principles density-functional theory methods with random-structure searching	Physical Review B: Condensed Matter and Materials Physics (2009) 80,   Article ID 184115 (p. 1-4)	6	0.00	2009	-1	
167510	F m -3 m	Mg2 Si	Fluorite#CaF2	A study of the phase transitions, electronic structures and optical properties of Mg2 Si under high pressure	Solid State Communications (2010) 150,  p. 620-624	4	293.00	2010	-1	
167511	P n m a	Mg2 Si	TiNiSi#MgSrSi	A study of the phase transitions, electronic structures and optical properties of Mg2 Si under high pressure	Solid State Communications (2010) 150,  p. 620-624	4	293.00	2010	-1	
167512	P 63/m m c	Mg2 Si	Ni2In#Co1.75Ge	A study of the phase transitions, electronic structures and optical properties of Mg2 Si under high pressure	Solid State Communications (2010) 150,  p. 620-624	2	293.00	2010	-1	
167645	I 4/m m m	Ti2 Pd	CuZr2	The electronic, elastic and structural properties of Ti-Pd intermetallics and associated hydrides from first principles calculations	Intermetallics (2010) 18,  p. 998-1006	2	293.00	2010	-1	
167652	I 4/m m m	Ti Pd2	AlCr2#MoSi2	The electronic, elastic and structural properties of Ti-Pd intermetallics and associated hydrides from first principles calculations	Intermetallics (2010) 18,  p. 998-1006	2	293.00	2010	-1	
167653	I m m m	Ti Pd2	ReSi2	The electronic, elastic and structural properties of Ti-Pd intermetallics and associated hydrides from first principles calculations	Intermetallics (2010) 18,  p. 998-1006	2	293.00	2010	-1	
